Entity,Code,Day,p_avg_all_ages,143222-annotations
Reunion,REU,2020-07-12,0,
Reunion,REU,2020-07-19,10.49,
Reunion,REU,2020-07-26,6.2,
Reunion,REU,2020-08-02,11.11,
Reunion,REU,2020-08-09,12.24,
Reunion,REU,2020-08-16,35.37,
Reunion,REU,2020-08-23,12.45,
Reunion,REU,2020-08-30,12.63,
Reunion,REU,2020-09-06,14.88,
Reunion,REU,2020-09-13,5.32,
Reunion,REU,2020-09-20,11.94,
Reunion,REU,2020-09-27,-10.33,
Reunion,REU,2020-10-04,16.95,
Reunion,REU,2020-10-11,4.25,
Reunion,REU,2020-10-18,-12.12,
Reunion,REU,2020-10-25,-8.1,
Reunion,REU,2020-11-01,-0.41,
Reunion,REU,2020-11-08,7.72,
Reunion,REU,2020-11-15,16.9,
Reunion,REU,2020-11-22,18.14,
Reunion,REU,2020-11-29,13.23,
Reunion,REU,2020-12-06,13.44,
Reunion,REU,2020-12-13,5.07,
Reunion,REU,2020-12-20,6.74,
Reunion,REU,2020-12-27,10.88,
Reunion,REU,2021-01-03,17.04,
Reunion,REU,2021-01-10,6.25,
Reunion,REU,2021-01-17,15.55,
Reunion,REU,2021-01-24,12.53,
Reunion,REU,2021-01-31,-1.08,
Reunion,REU,2021-02-07,4.98,
Reunion,REU,2021-02-14,25,
Reunion,REU,2021-02-21,4.86,
Reunion,REU,2021-02-28,9.73,
Reunion,REU,2021-03-07,4.75,
Reunion,REU,2021-03-14,31.06,
Reunion,REU,2021-03-21,24.74,
Reunion,REU,2021-03-28,28.66,
Reunion,REU,2021-04-04,5.09,
Reunion,REU,2021-04-11,27.99,
Reunion,REU,2021-04-18,32.47,
Reunion,REU,2021-04-25,22.17,
Reunion,REU,2021-05-02,45.94,
Reunion,REU,2021-05-09,23.47,
Reunion,REU,2021-05-16,23.51,
Reunion,REU,2021-05-23,-0.66,
Reunion,REU,2021-05-30,30.73,
Reunion,REU,2021-06-06,63.79,
Reunion,REU,2021-06-13,41,
Reunion,REU,2021-06-20,24.14,
Reunion,REU,2021-06-27,4.77,
Reunion,REU,2021-07-04,35.08,
Reunion,REU,2021-07-11,44.12,
Reunion,REU,2021-07-18,7.92,
Reunion,REU,2021-07-25,40.63,
Reunion,REU,2021-08-01,-7.89,
Reunion,REU,2021-08-08,35.8,
Reunion,REU,2021-08-15,22.45,
Reunion,REU,2021-08-22,36.46,
Reunion,REU,2021-08-29,32.1,
Reunion,REU,2021-09-05,11.58,
Reunion,REU,2021-09-12,43.33,
Reunion,REU,2021-09-19,20.21,
Romania,ROU,2020-01-05,-9.79,
Romania,ROU,2020-01-12,-8.9,
Romania,ROU,2020-01-19,-7.3,
Romania,ROU,2020-01-26,-8,
Romania,ROU,2020-02-02,-6.59,
Romania,ROU,2020-02-09,-3.04,
Romania,ROU,2020-02-16,-4.3,
Romania,ROU,2020-02-23,-7.81,
Romania,ROU,2020-03-01,-5.54,
Romania,ROU,2020-03-08,-6.11,
Romania,ROU,2020-03-15,-6.29,
Romania,ROU,2020-03-22,-5.96,
Romania,ROU,2020-03-29,-2.01,
Romania,ROU,2020-04-05,-0.26,
Romania,ROU,2020-04-12,2.51,
Romania,ROU,2020-04-19,1.66,
Romania,ROU,2020-04-26,3.49,
Romania,ROU,2020-05-03,-1.23,
Romania,ROU,2020-05-10,2.15,
Romania,ROU,2020-05-17,4.64,
Romania,ROU,2020-05-24,-2.91,
Romania,ROU,2020-05-31,-1.59,
Romania,ROU,2020-06-07,5.2,
Romania,ROU,2020-06-14,7.93,
Romania,ROU,2020-06-21,-2.85,
Romania,ROU,2020-06-28,5.17,
Romania,ROU,2020-07-05,17.86,
Romania,ROU,2020-07-12,8.77,
Romania,ROU,2020-07-19,6.91,
Romania,ROU,2020-07-26,6.66,
Romania,ROU,2020-08-02,18.27,
Romania,ROU,2020-08-09,17.67,
Romania,ROU,2020-08-16,17.43,
Romania,ROU,2020-08-23,18.12,
Romania,ROU,2020-08-30,18.65,
Romania,ROU,2020-09-06,15.83,
Romania,ROU,2020-09-13,15.21,
Romania,ROU,2020-09-20,15.39,
Romania,ROU,2020-09-27,11.26,
Romania,ROU,2020-10-04,11.61,
Romania,ROU,2020-10-11,18.54,
Romania,ROU,2020-10-18,23.58,
Romania,ROU,2020-10-25,31.53,
Romania,ROU,2020-11-01,40.08,
Romania,ROU,2020-11-08,55.4,
Romania,ROU,2020-11-15,60.01,
Romania,ROU,2020-11-22,66.1,
Romania,ROU,2020-11-29,68.38,
Romania,ROU,2020-12-06,66.46,
Romania,ROU,2020-12-13,55.38,
Romania,ROU,2020-12-20,38.42,
Romania,ROU,2020-12-27,34.58,
Romania,ROU,2021-01-03,27.73,
Romania,ROU,2021-01-10,13.42,
Romania,ROU,2021-01-17,9.48,
Romania,ROU,2021-01-24,18.07,
Romania,ROU,2021-01-31,7.98,
Romania,ROU,2021-02-07,7,
Romania,ROU,2021-02-14,4.95,
Romania,ROU,2021-02-21,4.64,
Romania,ROU,2021-02-28,4.16,
Romania,ROU,2021-03-07,9.41,
Romania,ROU,2021-03-14,15,
Romania,ROU,2021-03-21,25.12,
Romania,ROU,2021-03-28,32.24,
Romania,ROU,2021-04-04,35.21,
Romania,ROU,2021-04-11,36.69,
Romania,ROU,2021-04-18,38.57,
Romania,ROU,2021-04-25,32.92,
Romania,ROU,2021-05-02,30.94,
Romania,ROU,2021-05-09,18.7,
Romania,ROU,2021-05-16,17.78,
Romania,ROU,2021-05-23,12.76,
Romania,ROU,2021-05-30,4.93,
Romania,ROU,2021-06-06,3.35,
Romania,ROU,2021-06-13,3.63,
Romania,ROU,2021-06-20,-2.23,
Romania,ROU,2021-06-27,13.48,
Romania,ROU,2021-07-04,3.21,
Romania,ROU,2021-07-11,2.55,
Romania,ROU,2021-07-18,7.75,
Romania,ROU,2021-07-25,3.13,
Romania,ROU,2021-08-01,5.54,
Romania,ROU,2021-08-08,0.32,
Romania,ROU,2021-08-15,-3.44,
Romania,ROU,2021-08-22,0.41,
Romania,ROU,2021-08-29,-0.21,
Russia,RUS,2020-01-31,-4.85,
Russia,RUS,2020-02-29,-4.77,
Russia,RUS,2020-03-31,-7.44,
Russia,RUS,2020-04-30,-1.89,
Russia,RUS,2020-05-31,8.94,
Russia,RUS,2020-06-30,8.08,
Russia,RUS,2020-07-31,20.95,
Russia,RUS,2020-08-31,4.99,
Russia,RUS,2020-09-30,18.34,
Russia,RUS,2020-10-31,32.73,
Russia,RUS,2020-11-30,49.66,
Russia,RUS,2020-12-31,58.13,
Russia,RUS,2021-01-31,27.45,
Russia,RUS,2021-02-28,14.85,
Russia,RUS,2021-03-31,15.94,
Russia,RUS,2021-04-30,9.47,
Russia,RUS,2021-05-31,2.24,
Russia,RUS,2021-06-30,23.29,
Russia,RUS,2021-07-31,43.46,
Russia,RUS,2021-08-31,39.09,
Russia,RUS,2021-09-30,35.55,
San Marino,SMR,2020-01-31,-3.36,
San Marino,SMR,2020-02-29,17.12,
San Marino,SMR,2020-03-31,135.85,
San Marino,SMR,2020-04-30,37.17,
San Marino,SMR,2020-05-31,23.76,
San Marino,SMR,2020-06-30,35.51,
San Marino,SMR,2020-07-31,26.32,
San Marino,SMR,2020-08-31,2.94,
San Marino,SMR,2020-09-30,-9.09,
San Marino,SMR,2020-10-31,30.21,
San Marino,SMR,2020-11-30,23.81,
San Marino,SMR,2020-12-31,110.28,
San Marino,SMR,2021-01-31,-7.56,
San Marino,SMR,2021-02-28,44.14,
San Marino,SMR,2021-03-31,69.81,
San Marino,SMR,2021-04-30,23.89,
San Marino,SMR,2021-05-31,3.96,
San Marino,SMR,2021-06-30,-6.54,
San Marino,SMR,2021-07-31,26.32,
San Marino,SMR,2021-08-31,7.84,
Scotland,,2020-01-05,-9.01,
Scotland,,2020-01-12,0.47,
Scotland,,2020-01-19,-4.34,
Scotland,,2020-01-26,-6.88,
Scotland,,2020-02-02,-7.16,
Scotland,,2020-02-09,-3.01,
Scotland,,2020-02-16,-7.72,
Scotland,,2020-02-23,-6.8,
Scotland,,2020-03-01,0.53,
Scotland,,2020-03-08,-1.68,
Scotland,,2020-03-15,2.48,
Scotland,,2020-03-22,6.75,
Scotland,,2020-03-29,-3.51,
Scotland,,2020-04-05,58.78,
Scotland,,2020-04-12,79.85,
Scotland,,2020-04-19,79.54,
Scotland,,2020-04-26,68.94,
Scotland,,2020-05-03,55.46,
Scotland,,2020-05-10,38.75,
Scotland,,2020-05-17,33.55,
Scotland,,2020-05-24,17.28,
Scotland,,2020-05-31,10.94,
Scotland,,2020-06-07,3.5,
Scotland,,2020-06-14,3.4,
Scotland,,2020-06-21,4.47,
Scotland,,2020-06-28,-1.75,
Scotland,,2020-07-05,-3.44,
Scotland,,2020-07-12,-4.7,
Scotland,,2020-07-19,3.69,
Scotland,,2020-07-26,-1.58,
Scotland,,2020-08-02,4.89,
Scotland,,2020-08-09,0.84,
Scotland,,2020-08-16,-6.47,
Scotland,,2020-08-23,4.68,
Scotland,,2020-08-30,4.76,
Scotland,,2020-09-06,6.28,
Scotland,,2020-09-13,6.05,
Scotland,,2020-09-20,-5.42,
Scotland,,2020-09-27,-10.84,
Scotland,,2020-10-04,15.24,
Scotland,,2020-10-11,-0.63,
Scotland,,2020-10-18,6.78,
Scotland,,2020-10-25,12.79,
Scotland,,2020-11-01,16.94,
Scotland,,2020-11-08,13.12,
Scotland,,2020-11-15,17.45,
Scotland,,2020-11-22,20.33,
Scotland,,2020-11-29,17.57,
Scotland,,2020-12-06,13.72,
Scotland,,2020-12-13,3.9,
Scotland,,2020-12-20,1.97,
Scotland,,2020-12-27,13.61,
Scotland,,2021-01-03,11.07,
Scotland,,2021-01-10,34.8,
Scotland,,2021-01-17,-0.62,
Scotland,,2021-01-24,12.81,
Scotland,,2021-01-31,21.83,
Scotland,,2021-02-07,17.69,
Scotland,,2021-02-14,12.62,
Scotland,,2021-02-21,12.93,
Scotland,,2021-02-28,6.27,
Scotland,,2021-03-07,3.37,
Scotland,,2021-03-14,-6.8,
Scotland,,2021-03-21,-4.7,
Scotland,,2021-03-28,-2.09,
Scotland,,2021-04-04,-13.07,
Scotland,,2021-04-11,-3.68,
Scotland,,2021-04-18,2.84,
Scotland,,2021-04-25,4.2,
Scotland,,2021-05-02,-4.31,
Scotland,,2021-05-09,-11.62,
Scotland,,2021-05-16,4.04,
Scotland,,2021-05-23,-2.07,
Scotland,,2021-05-30,5.03,
Scotland,,2021-06-06,3.76,
Scotland,,2021-06-13,8.9,
Scotland,,2021-06-20,5.4,
Scotland,,2021-06-27,3.49,
Scotland,,2021-07-04,6.73,
Scotland,,2021-07-11,6.78,
Scotland,,2021-07-18,9.93,
Scotland,,2021-07-25,13.03,
Scotland,,2021-08-01,18.17,
Scotland,,2021-08-08,7.9,
Scotland,,2021-08-15,9.62,
Scotland,,2021-08-22,18.02,
Scotland,,2021-08-29,11.79,
Scotland,,2021-09-05,20.02,
Scotland,,2021-09-12,12.85,
Scotland,,2021-09-19,24.9,
Scotland,,2021-09-26,21.7,
Scotland,,2021-10-03,19.94,
Scotland,,2021-10-10,30.37,
Serbia,SRB,2020-01-31,-5.68,
Serbia,SRB,2020-02-29,-0.13,
Serbia,SRB,2020-03-31,-1.99,
Serbia,SRB,2020-04-30,1.89,
Serbia,SRB,2020-05-31,4.92,
Serbia,SRB,2020-06-30,7.11,
Serbia,SRB,2020-07-31,25.63,
Serbia,SRB,2020-08-31,11.66,
Serbia,SRB,2020-09-30,9.07,
Serbia,SRB,2020-10-31,-1.63,
Serbia,SRB,2020-11-30,31.68,
Serbia,SRB,2020-12-31,93.81,
Serbia,SRB,2021-01-31,-0.61,
Serbia,SRB,2021-02-28,10.29,
Serbia,SRB,2021-03-31,40.26,
Serbia,SRB,2021-04-30,49.55,
Serbia,SRB,2021-05-31,28.37,
Serbia,SRB,2021-06-30,17.06,
Serbia,SRB,2021-07-31,5.5,
Serbia,SRB,2021-08-31,8.04,
Seychelles,SYC,2020-01-31,5.18,
Seychelles,SYC,2020-02-29,3.04,
Seychelles,SYC,2020-03-31,-9.24,
Seychelles,SYC,2020-04-30,-10.88,
Seychelles,SYC,2020-05-31,-35.53,
Seychelles,SYC,2020-06-30,-18.5,
Seychelles,SYC,2020-07-31,-12.77,
Seychelles,SYC,2020-08-31,-18.3,
Seychelles,SYC,2020-09-30,-8.16,
Seychelles,SYC,2020-10-31,-38.57,
Seychelles,SYC,2020-11-30,-1.2,
Seychelles,SYC,2020-12-31,0.31,
Seychelles,SYC,2021-01-31,11.65,
Seychelles,SYC,2021-02-28,25,
Seychelles,SYC,2021-03-31,11.46,
Seychelles,SYC,2021-04-30,7.25,
Seychelles,SYC,2021-05-31,43.08,
Seychelles,SYC,2021-06-30,70.85,
Singapore,SGP,2020-01-31,17.71,
Singapore,SGP,2020-02-29,10.92,
Singapore,SGP,2020-03-31,6.79,
Singapore,SGP,2020-04-30,14.32,
Singapore,SGP,2020-05-31,4.68,
Singapore,SGP,2020-06-30,-0.17,
Singapore,SGP,2020-07-31,-3.11,
Singapore,SGP,2020-08-31,5.48,
Singapore,SGP,2020-09-30,8.29,
Singapore,SGP,2020-10-31,1.65,
Singapore,SGP,2020-11-30,7.53,
Singapore,SGP,2020-12-31,5.47,
Singapore,SGP,2021-01-31,5.16,
Singapore,SGP,2021-02-28,10.98,
Singapore,SGP,2021-03-31,8.48,
Singapore,SGP,2021-04-30,15.51,
Singapore,SGP,2021-05-31,10.16,
Singapore,SGP,2021-06-30,9.64,
Slovakia,SVK,2020-01-05,-1.02,
Slovakia,SVK,2020-01-12,-4.21,
Slovakia,SVK,2020-01-19,-9.5,
Slovakia,SVK,2020-01-26,-4.6,
Slovakia,SVK,2020-02-02,-5.08,
Slovakia,SVK,2020-02-09,-7.74,
Slovakia,SVK,2020-02-16,-0.62,
Slovakia,SVK,2020-02-23,-8.57,
Slovakia,SVK,2020-03-01,-3.32,
Slovakia,SVK,2020-03-08,-1.34,
Slovakia,SVK,2020-03-15,1.83,
Slovakia,SVK,2020-03-22,9.93,
Slovakia,SVK,2020-03-29,0.25,
Slovakia,SVK,2020-04-05,6.4,
Slovakia,SVK,2020-04-12,-4.07,
Slovakia,SVK,2020-04-19,-4.76,
Slovakia,SVK,2020-04-26,-3.15,
Slovakia,SVK,2020-05-03,-0.94,
Slovakia,SVK,2020-05-10,5.3,
Slovakia,SVK,2020-05-17,3.69,
Slovakia,SVK,2020-05-24,-0.79,
Slovakia,SVK,2020-05-31,-4.26,
Slovakia,SVK,2020-06-07,4.42,
Slovakia,SVK,2020-06-14,0.91,
Slovakia,SVK,2020-06-21,-5.88,
Slovakia,SVK,2020-06-28,1.12,
Slovakia,SVK,2020-07-05,4.76,
Slovakia,SVK,2020-07-12,3.29,
Slovakia,SVK,2020-07-19,-0.04,
Slovakia,SVK,2020-07-26,-6.49,
Slovakia,SVK,2020-08-02,0.92,
Slovakia,SVK,2020-08-09,10.45,
Slovakia,SVK,2020-08-16,0.23,
Slovakia,SVK,2020-08-23,2.7,
Slovakia,SVK,2020-08-30,7.21,
Slovakia,SVK,2020-09-06,2.47,
Slovakia,SVK,2020-09-13,8.89,
Slovakia,SVK,2020-09-20,-1.55,
Slovakia,SVK,2020-09-27,5.13,
Slovakia,SVK,2020-10-04,14.72,
Slovakia,SVK,2020-10-11,8.91,
Slovakia,SVK,2020-10-18,19.16,
Slovakia,SVK,2020-10-25,30.1,
Slovakia,SVK,2020-11-01,36.23,
Slovakia,SVK,2020-11-08,42.73,
Slovakia,SVK,2020-11-15,40.31,
Slovakia,SVK,2020-11-22,35.96,
Slovakia,SVK,2020-11-29,41.34,
Slovakia,SVK,2020-12-06,49.35,
Slovakia,SVK,2020-12-13,53.52,
Slovakia,SVK,2020-12-20,48.67,
Slovakia,SVK,2020-12-27,64.07,
Slovakia,SVK,2021-01-03,90.06,
Slovakia,SVK,2021-01-10,80.27,
Slovakia,SVK,2021-01-17,82.93,
Slovakia,SVK,2021-01-24,65.83,
Slovakia,SVK,2021-01-31,69.86,
Slovakia,SVK,2021-02-07,62.16,
Slovakia,SVK,2021-02-14,73.96,
Slovakia,SVK,2021-02-21,68.8,
Slovakia,SVK,2021-02-28,64.45,
Slovakia,SVK,2021-03-07,56.26,
Slovakia,SVK,2021-03-14,55.36,
Slovakia,SVK,2021-03-21,52.02,
Slovakia,SVK,2021-03-28,46.6,
Slovakia,SVK,2021-04-04,39.15,
Slovakia,SVK,2021-04-11,31.1,
Slovakia,SVK,2021-04-18,25,
Slovakia,SVK,2021-04-25,24.6,
Slovakia,SVK,2021-05-02,15.38,
Slovakia,SVK,2021-05-09,14.58,
Slovakia,SVK,2021-05-16,17.77,
Slovakia,SVK,2021-05-23,5.59,
Slovakia,SVK,2021-05-30,-0.9,
Slovakia,SVK,2021-06-06,4.03,
Slovakia,SVK,2021-06-13,6.92,
Slovakia,SVK,2021-06-20,7.39,
Slovakia,SVK,2021-06-27,14.01,
Slovakia,SVK,2021-07-04,3.6,
Slovakia,SVK,2021-07-11,4.86,
Slovakia,SVK,2021-07-18,5.41,
Slovakia,SVK,2021-07-25,-6.9,
Slovakia,SVK,2021-08-01,-1.21,
Slovakia,SVK,2021-08-08,-5.43,
Slovakia,SVK,2021-08-15,-2.2,
Slovakia,SVK,2021-08-22,2.1,
Slovakia,SVK,2021-08-29,-11.42,
Slovenia,SVN,2020-01-05,-4.89,
Slovenia,SVN,2020-01-12,-6.62,
Slovenia,SVN,2020-01-19,-7.69,
Slovenia,SVN,2020-01-26,-4.29,
Slovenia,SVN,2020-02-02,-2.34,
Slovenia,SVN,2020-02-09,-2.18,
Slovenia,SVN,2020-02-16,8.66,
Slovenia,SVN,2020-02-23,-2.73,
Slovenia,SVN,2020-03-01,-6.22,
Slovenia,SVN,2020-03-08,3.91,
Slovenia,SVN,2020-03-15,-0.55,
Slovenia,SVN,2020-03-22,5.88,
Slovenia,SVN,2020-03-29,-8.28,
Slovenia,SVN,2020-04-05,-4.58,
Slovenia,SVN,2020-04-12,14.97,
Slovenia,SVN,2020-04-19,8.47,
Slovenia,SVN,2020-04-26,3.27,
Slovenia,SVN,2020-05-03,-2.25,
Slovenia,SVN,2020-05-10,5.66,
Slovenia,SVN,2020-05-17,-0.23,
Slovenia,SVN,2020-05-24,14.54,
Slovenia,SVN,2020-05-31,-5.61,
Slovenia,SVN,2020-06-07,-0.4,
Slovenia,SVN,2020-06-14,11.01,
Slovenia,SVN,2020-06-21,8.28,
Slovenia,SVN,2020-06-28,25.46,
Slovenia,SVN,2020-07-05,4.74,
Slovenia,SVN,2020-07-12,-4.65,
Slovenia,SVN,2020-07-19,-0.68,
Slovenia,SVN,2020-07-26,0.6,
Slovenia,SVN,2020-08-02,11.58,
Slovenia,SVN,2020-08-09,5.84,
Slovenia,SVN,2020-08-16,11.11,
Slovenia,SVN,2020-08-23,-1.73,
Slovenia,SVN,2020-08-30,-5.01,
Slovenia,SVN,2020-09-06,10.32,
Slovenia,SVN,2020-09-13,9.72,
Slovenia,SVN,2020-09-20,16.56,
Slovenia,SVN,2020-09-27,1.03,
Slovenia,SVN,2020-10-04,9.75,
Slovenia,SVN,2020-10-11,8.7,
Slovenia,SVN,2020-10-18,18.61,
Slovenia,SVN,2020-10-25,34.34,
Slovenia,SVN,2020-11-01,59.95,
Slovenia,SVN,2020-11-08,67.2,
Slovenia,SVN,2020-11-15,89.88,
Slovenia,SVN,2020-11-22,96.4,
Slovenia,SVN,2020-11-29,112.67,
Slovenia,SVN,2020-12-06,99.65,
Slovenia,SVN,2020-12-13,92.53,
Slovenia,SVN,2020-12-20,76.34,
Slovenia,SVN,2020-12-27,67.15,
Slovenia,SVN,2021-01-03,60.58,
Slovenia,SVN,2021-01-10,36.55,
Slovenia,SVN,2021-01-17,36.78,
Slovenia,SVN,2021-01-24,26.66,
Slovenia,SVN,2021-01-31,11.06,
Slovenia,SVN,2021-02-07,7.92,
Slovenia,SVN,2021-02-14,-5.45,
Slovenia,SVN,2021-02-21,-7.58,
Slovenia,SVN,2021-02-28,3.66,
Slovenia,SVN,2021-03-07,-3.83,
Slovenia,SVN,2021-03-14,8.07,
Slovenia,SVN,2021-03-21,0.36,
Slovenia,SVN,2021-03-28,0.62,
Slovenia,SVN,2021-04-04,2.78,
Slovenia,SVN,2021-04-11,0.4,
Slovenia,SVN,2021-04-18,13.34,
Slovenia,SVN,2021-04-25,13.48,
Slovenia,SVN,2021-05-02,-1.74,
Slovenia,SVN,2021-05-09,5.99,
Slovenia,SVN,2021-05-16,11.2,
Slovenia,SVN,2021-05-23,13.87,
Slovenia,SVN,2021-05-30,10.01,
Slovenia,SVN,2021-06-06,16.7,
Slovenia,SVN,2021-06-13,11.43,
Slovenia,SVN,2021-06-20,16.02,
Slovenia,SVN,2021-06-27,8.57,
Slovenia,SVN,2021-07-04,16.54,
Slovenia,SVN,2021-07-11,-3.73,
Slovenia,SVN,2021-07-18,-3.2,
Slovenia,SVN,2021-07-25,-7.73,
Slovenia,SVN,2021-08-01,0.6,
Slovenia,SVN,2021-08-08,-6.3,
Slovenia,SVN,2021-08-15,0.4,
Slovenia,SVN,2021-08-22,-7.88,
Slovenia,SVN,2021-08-29,-8.96,
Slovenia,SVN,2021-09-05,10.03,
Slovenia,SVN,2021-09-12,21.94,
Slovenia,SVN,2021-09-19,8.6,
South Africa,ZAF,2020-01-05,1.37,
South Africa,ZAF,2020-01-12,3.03,
South Africa,ZAF,2020-01-19,0.88,
South Africa,ZAF,2020-01-26,-4.48,
South Africa,ZAF,2020-02-02,0.6,
South Africa,ZAF,2020-02-09,6.62,
South Africa,ZAF,2020-02-16,1.63,
South Africa,ZAF,2020-02-23,2.5,
South Africa,ZAF,2020-03-01,-5.37,
South Africa,ZAF,2020-03-08,3.85,
South Africa,ZAF,2020-03-15,1.6,
South Africa,ZAF,2020-03-22,-0.28,
South Africa,ZAF,2020-03-29,-5.07,
South Africa,ZAF,2020-04-05,-10.52,
South Africa,ZAF,2020-04-12,-8.33,
South Africa,ZAF,2020-04-19,-9.49,
South Africa,ZAF,2020-04-26,-13.74,
South Africa,ZAF,2020-05-03,-17.76,
South Africa,ZAF,2020-05-10,-13.24,
South Africa,ZAF,2020-05-17,-12.67,
South Africa,ZAF,2020-05-24,-9.71,
South Africa,ZAF,2020-05-31,-10.47,
South Africa,ZAF,2020-06-07,-9.55,
South Africa,ZAF,2020-06-14,-5.41,
South Africa,ZAF,2020-06-21,8.17,
South Africa,ZAF,2020-06-28,12.55,
South Africa,ZAF,2020-07-05,18.84,
South Africa,ZAF,2020-07-12,36.09,
South Africa,ZAF,2020-07-19,51.97,
South Africa,ZAF,2020-07-26,54.84,
South Africa,ZAF,2020-08-02,39.74,
South Africa,ZAF,2020-08-09,28.34,
South Africa,ZAF,2020-08-16,18.25,
South Africa,ZAF,2020-08-23,17.2,
South Africa,ZAF,2020-08-30,9.5,
South Africa,ZAF,2020-09-06,5.08,
South Africa,ZAF,2020-09-13,1.7,
South Africa,ZAF,2020-09-20,-1.95,
South Africa,ZAF,2020-09-27,1.54,
South Africa,ZAF,2020-10-04,-5.49,
South Africa,ZAF,2020-10-11,5.29,
South Africa,ZAF,2020-10-18,9.2,
South Africa,ZAF,2020-10-25,7.68,
South Africa,ZAF,2020-11-01,2.37,
South Africa,ZAF,2020-11-08,6.54,
South Africa,ZAF,2020-11-15,13.51,
South Africa,ZAF,2020-11-22,13.86,
South Africa,ZAF,2020-11-29,5.06,
South Africa,ZAF,2020-12-06,17,
South Africa,ZAF,2020-12-13,31.47,
South Africa,ZAF,2020-12-20,37.92,
South Africa,ZAF,2020-12-27,69.77,
South Africa,ZAF,2021-01-03,95.98,
South Africa,ZAF,2021-01-10,127.78,
South Africa,ZAF,2021-01-17,165.5,
South Africa,ZAF,2021-01-24,137.53,
South Africa,ZAF,2021-01-31,75.12,
South Africa,ZAF,2021-02-07,47.67,
South Africa,ZAF,2021-02-14,28.64,
South Africa,ZAF,2021-02-21,25.24,
South Africa,ZAF,2021-02-28,17.94,
South Africa,ZAF,2021-03-07,15.05,
South Africa,ZAF,2021-03-14,15.24,
South Africa,ZAF,2021-03-21,9.84,
South Africa,ZAF,2021-03-28,11.24,
South Africa,ZAF,2021-04-04,11.4,
South Africa,ZAF,2021-04-11,10.64,
South Africa,ZAF,2021-04-18,13.01,
South Africa,ZAF,2021-04-25,11.67,
South Africa,ZAF,2021-05-02,11.77,
South Africa,ZAF,2021-05-09,11.13,
South Africa,ZAF,2021-05-16,13.59,
South Africa,ZAF,2021-05-23,13.3,
South Africa,ZAF,2021-05-30,19.44,
South Africa,ZAF,2021-06-06,23.52,
South Africa,ZAF,2021-06-13,23.28,
South Africa,ZAF,2021-06-20,19.63,
South Africa,ZAF,2021-06-27,37.01,
South Africa,ZAF,2021-07-04,50.1,
South Africa,ZAF,2021-07-11,60.37,
South Africa,ZAF,2021-07-18,90.26,
South Africa,ZAF,2021-07-25,85.12,
South Africa,ZAF,2021-08-01,77.99,
South Africa,ZAF,2021-08-08,55.38,
South Africa,ZAF,2021-08-15,41,
South Africa,ZAF,2021-08-22,45.98,
South Africa,ZAF,2021-08-29,40.23,
South Africa,ZAF,2021-09-05,38.59,
South Africa,ZAF,2021-09-12,25.55,
South Africa,ZAF,2021-09-19,17.02,
South Africa,ZAF,2021-09-26,14.36,
South Africa,ZAF,2021-10-03,7.88,
South Africa,ZAF,2021-10-10,6.59,
South Korea,KOR,2020-01-05,5.72,
South Korea,KOR,2020-01-12,3.18,
South Korea,KOR,2020-01-19,5.19,
South Korea,KOR,2020-01-26,7.99,
South Korea,KOR,2020-02-02,6.98,
South Korea,KOR,2020-02-09,9.86,
South Korea,KOR,2020-02-16,5.22,
South Korea,KOR,2020-02-23,1.18,
South Korea,KOR,2020-03-01,2.42,
South Korea,KOR,2020-03-08,2.81,
South Korea,KOR,2020-03-15,3.8,
South Korea,KOR,2020-03-22,4.02,
South Korea,KOR,2020-03-29,2.02,
South Korea,KOR,2020-04-05,0.85,
South Korea,KOR,2020-04-12,7.83,
South Korea,KOR,2020-04-19,4.13,
South Korea,KOR,2020-04-26,3.96,
South Korea,KOR,2020-05-03,9.45,
South Korea,KOR,2020-05-10,3.28,
South Korea,KOR,2020-05-17,1.19,
South Korea,KOR,2020-05-24,4.31,
South Korea,KOR,2020-05-31,1.46,
South Korea,KOR,2020-06-07,8.66,
South Korea,KOR,2020-06-14,8.08,
South Korea,KOR,2020-06-21,5.21,
South Korea,KOR,2020-06-28,6.29,
South Korea,KOR,2020-07-05,6.43,
South Korea,KOR,2020-07-12,3.1,
South Korea,KOR,2020-07-19,7.76,
South Korea,KOR,2020-07-26,6.75,
South Korea,KOR,2020-08-02,4.52,
South Korea,KOR,2020-08-09,3.3,
South Korea,KOR,2020-08-16,11.5,
South Korea,KOR,2020-08-23,15.74,
South Korea,KOR,2020-08-30,13.3,
South Korea,KOR,2020-09-06,7.56,
South Korea,KOR,2020-09-13,8.29,
South Korea,KOR,2020-09-20,9.57,
South Korea,KOR,2020-09-27,8.34,
South Korea,KOR,2020-10-04,6.32,
South Korea,KOR,2020-10-11,9.73,
South Korea,KOR,2020-10-18,5.68,
South Korea,KOR,2020-10-25,8.99,
South Korea,KOR,2020-11-01,9.3,
South Korea,KOR,2020-11-08,8.41,
South Korea,KOR,2020-11-15,8.06,
South Korea,KOR,2020-11-22,6.54,
South Korea,KOR,2020-11-29,2.62,
South Korea,KOR,2020-12-06,8.79,
South Korea,KOR,2020-12-13,4.18,
South Korea,KOR,2020-12-20,0.56,
South Korea,KOR,2020-12-27,3.55,
South Korea,KOR,2021-01-03,3.82,
South Korea,KOR,2021-01-10,1.73,
South Korea,KOR,2021-01-17,3.03,
South Korea,KOR,2021-01-24,1.34,
