Series Name,Series Code,Country Name,Country Code,2019 [YR2019]
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Iceland,ISL,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,India,IND,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Indonesia,IDN,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,"Iran, Islamic Rep.",IRN,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Iraq,IRQ,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Ireland,IRL,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Isle of Man,IMN,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Israel,ISR,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Italy,ITA,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Jamaica,JAM,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Japan,JPN,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Jordan,JOR,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Kazakhstan,KAZ,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Kenya,KEN,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Kiribati,KIR,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,"Korea, Dem. People's Rep.",PRK,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,"Korea, Rep.",KOR,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Kosovo,XKX,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Kuwait,KWT,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Kyrgyz Republic,KGZ,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Lao PDR,LAO,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Latvia,LVA,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Lebanon,LBN,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Lesotho,LSO,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Liberia,LBR,10.9
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Libya,LBY,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Liechtenstein,LIE,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Lithuania,LTU,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Luxembourg,LUX,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,"Macao SAR, China",MAC,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,North Macedonia,MKD,0.9
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Madagascar,MDG,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Malawi,MWI,9
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Malaysia,MYS,14.1
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Maldives,MDV,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Mali,MLI,18.1
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Malta,MLT,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Marshall Islands,MHL,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Mauritania,MRT,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Mauritius,MUS,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Mexico,MEX,4.7
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,"Micronesia, Fed. Sts.",FSM,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Moldova,MDA,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Monaco,MCO,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Mongolia,MNG,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Montenegro,MNE,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Morocco,MAR,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Mozambique,MOZ,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Myanmar,MMR,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Namibia,NAM,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Nauru,NRU,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Nepal,NPL,24.4
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Netherlands,NLD,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,New Caledonia,NCL,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,New Zealand,NZL,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Nicaragua,NIC,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Niger,NER,31.3
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Nigeria,NGA,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Northern Mariana Islands,MNP,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Norway,NOR,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Oman,OMN,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Pakistan,PAK,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Palau,PLW,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Panama,PAN,3
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Papua New Guinea,PNG,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Paraguay,PRY,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Peru,PER,2.4
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Philippines,PHL,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Poland,POL,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Portugal,PRT,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Puerto Rico,PRI,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Qatar,QAT,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Romania,ROU,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Russian Federation,RUS,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Rwanda,RWA,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Samoa,WSM,3.4
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,San Marino,SMR,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Sao Tome and Principe,STP,5.4
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Saudi Arabia,SAU,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Senegal,SEN,14.4
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Serbia,SRB,1
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Seychelles,SYC,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Sierra Leone,SLE,13.5
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Singapore,SGP,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Sint Maarten (Dutch part),SXM,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Slovak Republic,SVK,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Slovenia,SVN,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Solomon Islands,SLB,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Somalia,SOM,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,South Africa,ZAF,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,South Sudan,SSD,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Spain,ESP,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Sri Lanka,LKA,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,St. Kitts and Nevis,KNA,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,St. Lucia,LCA,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,St. Martin (French part),MAF,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,St. Vincent and the Grenadines,VCT,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Sudan,SDN,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Suriname,SUR,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Eswatini,SWZ,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Sweden,SWE,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Switzerland,CHE,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Syrian Arab Republic,SYR,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Tajikistan,TJK,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Tanzania,TZA,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Thailand,THA,7.7
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Timor-Leste,TLS,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Togo,TGO,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Tonga,TON,0.8
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Trinidad and Tobago,TTO,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Tunisia,TUN,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Turkey,TUR,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Turkmenistan,TKM,3.1
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Turks and Caicos Islands,TCA,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Tuvalu,TUV,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Uganda,UGA,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Ukraine,UKR,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,United Arab Emirates,ARE,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,United Kingdom,GBR,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,United States,USA,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Uruguay,URY,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Uzbekistan,UZB,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Vanuatu,VUT,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,"Venezuela, RB",VEN,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Vietnam,VNM,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Virgin Islands (U.S.),VIR,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,West Bank and Gaza,PSE,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,"Yemen, Rep.",YEM,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Zambia,ZMB,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Zimbabwe,ZWE,9.7
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Africa Eastern and Southern,AFE,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Africa Western and Central,AFW,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Arab World,ARB,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Caribbean small states,CSS,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Central Europe and the Baltics,CEB,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Early-demographic dividend,EAR,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,East Asia & Pacific,EAS,5.370944023
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,East Asia & Pacific (excluding high income),EAP,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Euro area,EMU,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Europe & Central Asia,ECS,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Europe & Central Asia (excluding high income),ECA,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,European Union,EUU,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Fragile and conflict affected situations,FCS,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Heavily indebted poor countries (HIPC),HPC,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,High income,HIC,0.91346997
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,IBRD only,IBD,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,IDA & IBRD total,IBT,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,IDA blend,IDB,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,IDA only,IDX,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,IDA total,IDA,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Late-demographic dividend,LTE,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Latin America & Caribbean,LCN,2.817635536
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Latin America & Caribbean (excluding high income),LAC,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Least developed countries: UN classification,LDC,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Low & middle income,LMY,14.09790897
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Low income,LIC,19.29380989
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Lower middle income,LMC,19.98094559
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Middle East & North Africa,MEA,4.846980572
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Middle East & North Africa (excluding high income),MNA,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Middle East & North Africa (IDA & IBRD countries),TMN,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Middle income,MIC,13.03181839
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,North America,NAC,0.679844916
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Not classified,INX,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,OECD members,OED,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Other small states,OSS,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Pacific island small states,PSS,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Post-demographic dividend,PST,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Pre-demographic dividend,PRE,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Small states,SST,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,South Asia,SAS,28.06779671
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,South Asia (IDA & IBRD),TSA,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Sub-Saharan Africa,SSF,17.22245407
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Sub-Saharan Africa (excluding high income),SSA,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Sub-Saharan Africa (IDA & IBRD countries),TSS,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Upper middle income,UMC,2.594527721
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,World,WLD,12.86429214
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Afghanistan,AFG,64
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Albania,ALB,95
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,Algeria,DZA,80
